BLIN,2.430,8.785,0.276619
BLK,478.690,436.300,1.097157
BLKB,84.160,76.269,1.103462
BLL,71.770,57.910,1.239342
BLMN,18.150,19.629,0.924670
BLNK,2.690,2.714,0.991210
BLPH,0.626,0.685,0.913288
BLRX,0.340,0.427,0.796923
BLUE,127.830,133.695,0.956128
BLW,15.100,14.625,1.032460
BLX,20.870,19.847,1.051547
BMA,72.520,51.991,1.394857
BMCH,21.670,19.069,1.136408
BMI,59.340,55.443,1.070283
BMLP,47.380,47.336,1.000924
BMO,77.180,75.050,1.028379
BMRA,2.690,2.416,1.113256
BMRC,42.620,42.203,1.009885
BMRN,82.000,88.779,0.923639
BMTC,38.060,37.572,1.012999
BMY,45.890,48.181,0.952441
BNED,3.390,4.562,0.743147
BNFT,25.780,41.767,0.617239
BNGO,2.370,3.886,0.609841
BNS,54.270,54.007,1.004876
BNSO,2.650,2.655,0.998275
BNTC,0.770,1.592,0.483705
BOCH,10.760,10.845,0.992138
BOH,83.090,79.247,1.048494
BOKF,77.080,82.133,0.938482
BOLD,36.220,33.469,1.082195
BOMN,23.800,24.766,0.960985
BOOM,60.120,53.466,1.124443
BOOT,34.990,27.695,1.263400
BOSC,2.840,2.734,1.038754
BOTJ,14.760,14.167,1.041834
BOX,17.450,19.771,0.882627
BOXL,2.985,2.934,1.017298
BP,41.030,42.193,0.972428
BPFH,12.180,11.335,1.074566
BPL,41.180,35.112,1.172834
BPMC,95.790,78.251,1.224142
BPMP,15.670,15.357,1.020400
BPMX,0.637,1.954,0.326036
BPOP,56.040,53.777,1.042078
BPOPN,27.000,26.488,1.019344
BPR,19.310,19.350,0.997945
BPRAP,24.980,24.536,1.018107
BPT,15.050,22.132,0.680000
BPTH,13.500,12.420,1.086936
BPY,19.330,19.355,0.998730
BPYPP,25.160,0.000,
BR,132.450,110.817,1.195209
BRAC,10.300,10.193,1.010485
BRC,49.380,46.937,1.052053
BREW,15.000,15.018,0.998806
BRFS,8.910,6.669,1.336077
BRG,11.990,10.870,1.103044
BRID,34.350,25.990,1.321662
BRKL,15.390,14.935,1.030457
BRKR,50.980,39.281,1.297821
BRKS,39.560,33.057,1.196728
BRN,1.050,1.321,0.794581
BRO,34.760,30.221,1.150185
BROG,10.160,10.018,1.014147
BRPA,10.400,10.339,1.005889
BRPM,9.750,0.000,
BRQS,2.820,3.950,0.713925
BRSS,43.970,36.817,1.194284
BRT,13.110,13.344,0.982438
BRX,18.190,17.469,1.041245
BRY,10.420,11.260,0.925387
BSAC,30.110,30.086,1.000797
BSBR,12.460,11.889,1.048040
BSET,13.010,17.460,0.745122
BSGM,8.710,6.220,1.400323
BSIG,11.960,12.706,0.941308
BSM,15.350,17.020,0.901884
BSMX,7.880,7.276,1.083008
BSQR,1.210,1.840,0.657636
BSRR,27.070,25.800,1.049225
BSTC,60.200,64.264,0.936768
BSVN,17.800,16.481,1.080022
BSX,42.620,38.384,1.110357
BT,12.720,14.389,0.883994
BTAI,11.380,9.119,1.247931
BTE,1.470,1.772,0.829400
BTG,2.980,2.861,1.041763
BTI,37.520,37.014,1.013663
BTN,3.300,2.169,1.521379
BTU,23.500,28.731,0.817919
BTX,1.110,1.187,0.935293
BUD,92.710,81.343,1.139742
BURG,0.970,1.545,0.627754
BURL,175.510,162.617,1.079283
BUSE,26.780,25.748,1.040065
BV,18.890,15.310,1.233809
BVN,16.580,16.107,1.029389
BVSN,1.400,1.408,0.994631
BVXV,5.820,5.787,1.005659
BW,0.349,0.461,0.757075
BWA,40.770,39.713,1.026609
BWAY,10.273,0.000,
BWB,11.670,10.918,1.068898
BWEN,2.270,1.737,1.306949
BWFG,28.950,29.248,0.989806
BWMC,9.820,0.000,
BWXT,52.210,48.479,1.076958
BX,47.210,36.847,1.281251
BXC,19.150,25.349,0.755442
BXG,11.780,13.407,0.878624
BXMT,35.600,34.735,1.024895
BXP,131.870,130.987,1.006744
BY,19.540,18.940,1.031671
BYD,27.570,27.175,1.014540
BYFC,1.550,1.334,1.162212
BYND,152.630,0.000,
BYSI,20.060,17.606,1.139409
BZH,9.960,11.340,0.878271
BZUN,54.240,39.407,1.376394
C,71.400,64.448,1.107868
CAAP,8.220,7.684,1.069696
CAAS,2.460,2.859,0.860461
CABO,1218.640,1003.246,1.214697
CAC,45.300,42.643,1.062305
CACC,489.800,452.400,1.082671
CACI,214.670,184.186,1.165509
CADC,3.500,3.038,1.152242
CADE,20.340,19.741,1.030359
CAE,27.670,22.748,1.216386
CAG,28.060,25.967,1.080614
CAH,48.230,47.990,1.005001
CAI,24.100,23.946,1.006417
CAJ,29.510,28.623,1.030990
CAKE,44.010,46.180,0.953005
CAL,19.390,25.664,0.755525
CALA,4.480,5.392,0.830892
CALM,42.850,42.318,1.012582
CALX,6.670,7.768,0.858683
CAMP,11.290,12.930,0.873194
CAMT,8.490,8.620,0.984893
CANF,2.930,11.268,0.260025
CANG,6.640,7.063,0.940113
CAPL,16.370,16.902,0.968499
CAPR,3.680,4.609,0.798516
CAR,34.970,31.688,1.103559
CARA,21.810,18.099,1.205038
CARB,25.520,25.064,1.018201
CARG,36.130,38.155,0.946920
CARO,35.560,35.051,1.014529
CARS,21.300,22.678,0.939232
CART,7.670,8.148,0.941307
CARV,3.060,3.382,0.904896
CASA,6.360,9.165,0.693953
CASH,28.180,23.703,1.188899
CASI,3.060,3.348,0.913953
CASS,48.050,49.021,0.980188
CASY,159.000,134.261,1.184264
CAT,135.490,132.443,1.023009
CATB,7.460,6.592,1.131599
CATC,81.490,81.146,1.004242
CATM,28.080,30.932,0.907791
CATO,12.890,14.141,0.911544
CATS,18.330,14.009,1.308458
CATY,36.320,36.055,1.007360
CB,149.620,138.868,1.077425
CBAN,16.940,16.544,1.023952
CBAT,0.950,0.955,0.994566
CBAY,7.040,10.793,0.652269
CBB,4.670,8.229,0.567536
CBD,24.070,23.561,1.021597
CBFV,24.760,24.212,1.022624
CBIO,9.310,8.427,1.104819
CBL,1.050,1.625,0.645987
CBLI,1.520,1.501,1.012612
CBLK,17.450,14.852,1.174963
CBM,47.150,41.525,1.135464
CBMB,13.580,13.151,1.032598
CBMG,14.300,17.159,0.833367
CBNK,12.380,11.686,1.059405
CBPO,94.820,88.019,1.077264
CBPX,26.310,25.712,1.023249
