BBD,Finance,Major Banks,77990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BBDO,Finance,Major Banks,68640,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BCH,Finance,Commercial Banks,14960,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BLX,Finance,Commercial Banks,805,\N,\N,11.4,\N,0.37,0.42,-1.03,0.52,0.54,\N,\N,\N,2019-07-06 08:00:14
BSBR,Finance,Commercial Banks,87320,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BSAC,Finance,Commercial Banks,13910,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BSMX,Finance,Commercial Banks,10220,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
SAN,Finance,Commercial Banks,72740,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CIB,Finance,Commercial Banks,2410,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BAC,Finance,Major Banks,263950,\N,\N,3.16,\N,0.62,0.63,0.66,0.7,0.7,\N,\N,\N,2019-07-06 08:00:33
BOH,Finance,Major Banks,3260,\N,\N,5.28,\N,1.28,1.3,1.36,1.3,1.43,\N,\N,\N,2019-07-06 08:00:48
BMO,Finance,Commercial Banks,47990,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
NTB,Finance,Commercial Banks,1940,\N,\N,3.56,\N,0.79,0.89,0.9,0.92,0.96,\N,\N,\N,2019-07-06 08:01:02
BK,Finance,Major Banks,41580,\N,\N,2.65,\N,1.1,1.03,1.06,0.84,0.94,\N,\N,\N,2019-07-06 08:01:17
BNS,Finance,Major Banks,66180,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BKU,Finance,Savings Institutions,3250,\N,\N,2.99,\N,0.77,0.82,0.9,0.5,0.65,\N,\N,\N,2019-07-06 08:01:31
BCS,Finance,Commercial Banks,32070,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
MPV,Consumer Services,Miscellaneous,172.64,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
BNED,Consumer Services,Other Specialty Stores,143.06,\N,\N,0.08,\N,0.36,-0.82,1.25,0.02,-0.97,\N,\N,\N,2019-07-06 08:01:48
BKS,Consumer Services,Other Specialty Stores,491.22,\N,\N,0.14,\N,-0.29,-0.23,-0.38,0.91,-0.26,\N,\N,\N,2019-07-06 08:02:02
B,Capital Goods,Metal Fabrications,2760,\N,\N,1.91,\N,0.72,0.93,0.75,0.75,0.65,\N,\N,\N,2019-07-06 08:02:16
GOLD,Basic Industries,Precious Metals,28040,\N,\N,3.6,\N,0.14,-0.08,-0.35,-1.02,0.06,\N,\N,\N,2019-07-06 08:02:31
BAS,Energy,Oilfield Services/Equipment,54.72,\N,\N,0.05,\N,-1.16,-1.51,-1.03,-1.76,-1.02,\N,\N,\N,2019-07-06 08:02:45
BHC,Health Care,Major Pharmaceuticals,8520,\N,\N,1.06,\N,-7.68,-2.49,-1,-0.98,-0.15,\N,\N,\N,2019-07-06 08:03:01
BAX,Health Care,Medical/Dental Instruments,41700,\N,\N,3.76,\N,0.71,0.63,1,0.65,0.66,\N,\N,\N,2019-07-06 08:03:31
BTE,Energy,Oil & Gas Production,857.08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BBT,Finance,Major Banks,37020,\N,\N,3.45,\N,0.94,0.99,1.01,0.97,0.97,\N,\N,\N,2019-07-06 08:03:47
BBAR,Finance,Commercial Banks,2290,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BBX,Finance,Real Estate,453.63,\N,\N,0.51,\N,0.11,0.07,0.06,0.12,0.02,\N,\N,\N,2019-07-06 08:04:02
BCE,Public Utilities,Telecommunications Equipment,40960,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BZH,Capital Goods,Homebuilding,296.4,\N,\N,0.15,\N,0.35,0.41,1.84,0.23,-3.28,\N,\N,\N,2019-07-06 08:04:18
BDX,Health Care,Medical/Dental Instruments,66950,\N,\N,4,\N,-0.19,2.03,-0.64,2.05,-0.07,\N,\N,\N,2019-07-06 08:04:32
BDC,Basic Industries,Telecommunications Equipment,2350,\N,\N,0.87,\N,-0.15,0.49,1.8,0.87,0.42,\N,\N,\N,2019-07-06 08:04:45
BHE,Technology,Electrical Products,931.4,\N,\N,0.38,\N,-0.49,0.23,0.17,0.64,0.34,\N,\N,\N,2019-07-06 08:04:59
BHLB,Finance,Banks,1520,\N,\N,3.59,\N,0.55,0.74,0.7,0.31,0.51,\N,\N,\N,2019-07-06 08:05:13
BERY,Consumer Non-Durables,Plastic Products,6760,\N,\N,0.89,\N,0.66,0.81,0.99,0.66,0.55,\N,\N,\N,2019-07-06 08:05:26
BBY,Consumer Services,Consumer Electronics/Video Chains,17730,\N,\N,0.45,\N,0.72,0.86,0.99,2.69,0.98,\N,\N,\N,2019-07-06 08:05:39
BEST,Transportation,Trucking Freight/Courier Services,2070,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BHP,Basic Industries,Precious Metals,144330,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,list index out of range,\N
BBL,Energy,Coal Mining,2810,\N,\N,2.82,\N,0.29,0.36,0.06,0.28,0.39,\N,\N,\N,2019-07-06 08:06:08
BIG,Consumer Services,Department/Specialty Retail Stores,1080,\N,\N,0.2,\N,0.74,0.59,-0.16,2.68,0.39,\N,\N,\N,2019-07-06 08:06:21
BH,Consumer Services,Restaurants,236.29,\N,\N,0.4,\N,-5.15,-21.73,-39.5,18.65,28.36,\N,\N,\N,2019-07-06 08:06:36
BHVN,Health Care,Major Pharmaceuticals,2050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BIO,Capital Goods,Biotechnology: Laboratory Analytical Instruments,8990,\N,\N,4.07,\N,21.77,8.87,8.89,-27.88,28.74,\N,\N,\N,2019-07-06 08:06:51
BITA,Technology,EDP Services,700.53,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BJ,Consumer Services,Department/Specialty Retail Stores,3550,\N,\N,0.28,\N,0.2,-0.05,0.39,0.46,0.25,\N,\N,\N,2019-07-06 08:07:07
BKH,Public Utilities,Electric Utilities: Central,4870,\N,\N,2.7,\N,2.46,0.4,0.31,1.49,1.73,\N,\N,\N,2019-07-06 08:07:19
BKI,Technology,Computer Software: Prepackaged Software,9050,\N,\N,8.12,\N,0.29,0.27,0.29,0.29,0.27,\N,\N,\N,2019-07-06 08:07:34
BSM,Energy,Oil & Gas Production,3120,\N,\N,5.72,\N,0.18,0.17,0.27,0.72,0.02,\N,\N,\N,2019-07-06 08:07:46
BB,Technology,Computer Software: Prepackaged Software,4540,\N,\N,4.27,\N,-0.11,0.08,-0.01,0.08,-0.09,\N,\N,\N,2019-07-06 08:08:15
BLK,Finance,Investment Bankers/Brokers/Service,71260,\N,\N,5.27,\N,6.68,6.62,7.54,5.78,6.61,\N,\N,\N,2019-07-06 08:08:29
BE,Energy,Industrial Machinery/Components,1310,\N,\N,1.91,\N,-0.3,-4.32,-0.97,-0.91,-0.76,\N,\N,\N,2019-07-06 08:08:42
APRN,Consumer Services,Catalog/Specialty Distribution,87.51,\N,\N,0.15,\N,-2.55,-2.55,-2.7,-1.8,-0.45,\N,\N,\N,2019-07-06 08:08:56
BCRH,Finance,Property-Casualty Insurers,59.62,\N,\N,1.63,\N,0.06,0.28,-0.76,-2.84,0.21,\N,\N,\N,2019-07-06 08:09:11
BXG,Finance,Real Estate,834.54,\N,\N,1.3,\N,0.28,0.36,0.27,0.27,0.2,\N,\N,\N,2019-07-06 08:09:24
BXC,Capital Goods,Wholesale Distributors,178.8,\N,\N,0.06,\N,-1.47,-0.93,-1.07,-1.74,-0.72,\N,\N,\N,2019-07-06 08:09:39
BA,Capital Goods,Aerospace,207790,\N,\N,1.99,\N,4.15,3.73,4.07,5.93,3.75,\N,\N,\N,2019-07-06 08:09:52
BCC,Consumer Services,RETAIL: Building Materials,995.8,\N,\N,0.23,\N,0.94,1.06,0.35,-1.85,0.29,\N,\N,\N,2019-07-06 08:10:06
BCEI,Energy,Oil & Gas Production,394.34,\N,\N,1.49,\N,0.68,0.24,2.1,5.15,-0.34,\N,\N,\N,2019-07-06 08:10:19
BOOT,Consumer Services,Clothing/Shoe/Accessory Stores,970.63,\N,\N,1.28,\N,0.24,0.24,0.16,0.66,0.3,\N,\N,\N,2019-07-06 08:10:33
BAH,Consumer Services,Professional Services,9260,\N,\N,1.42,\N,0.58,0.72,0.64,0.92,0.64,\N,\N,\N,2019-07-06 08:10:47
BWA,Capital Goods,Auto Parts:O.E.M.,8600,\N,\N,0.82,\N,1.07,1.3,0.98,1.1,0.77,\N,\N,\N,2019-07-06 08:11:01
SAM,Consumer Non-Durables,Beverages (Production/Distribution),4210,\N,\N,4.22,\N,0.78,1.98,3.21,1.86,2.02,\N,\N,\N,2019-07-06 08:11:16
BXP,Consumer Services,Real Estate Investment Trusts,20210,\N,\N,7.35,\N,1.14,0.83,0.77,0.96,0.63,\N,\N,\N,2019-07-06 08:11:29
BSX,Health Care,Medical/Dental Instruments,58020,\N,\N,5.96,\N,0.21,0.4,0.31,0.27,0.3,\N,\N,\N,2019-07-06 08:11:43
BOX,Technology,Computer Software: Prepackaged Software,2580,\N,\N,4.05,\N,-0.26,-0.27,-0.28,-0.14,-0.25,\N,\N,\N,2019-07-06 08:11:57
BYD,Consumer Services,Hotels/Resorts,2960,\N,\N,1.08,\N,0.36,0.34,0.1,0.2,0.4,\N,\N,\N,2019-07-06 08:12:11
BPMP,Energy,Natural Gas Distribution,1600,\N,\N,13.67,\N,0.29,0.29,0.34,0.35,0.35,\N,\N,\N,2019-07-06 08:12:25
BP,Energy,Integrated oil Companies,142240,\N,\N,0.47,\N,0.74,0.84,1,0.23,0.87,\N,\N,\N,2019-07-06 08:12:38
BPT,Energy,Integrated oil Companies,322.07,\N,\N,2.99,\N,1.23,1.27,1.41,1.38,1,\N,\N,\N,2019-07-06 08:12:52
BRC,Consumer Durables,Miscellaneous manufacturing industries,2510,\N,\N,2.24,\N,0.49,0.66,0.58,0.55,0.65,\N,\N,\N,2019-07-06 08:13:06
BHR,Consumer Services,Real Estate Investment Trusts,314.36,\N,\N,0.73,\N,0.07,0.29,-0.12,-0.44,-0.11,\N,\N,\N,2019-07-06 08:13:21
BDN,Consumer Services,Real Estate Investment Trusts,2590,\N,\N,4.79,\N,0.25,0.07,-0.24,0.68,0.02,\N,\N,\N,2019-07-06 08:13:35
LND,Consumer Non-Durables,Farming/Seeds/Milling,225.43,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BRFS,Consumer Non-Durables,Meat/Poultry/Fish,6040,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BGG,Energy,Industrial Machinery/Components,410.07,\N,\N,0.23,\N,0.74,-0.29,-0.98,-0.07,0.19,\N,\N,\N,2019-07-06 08:14:06
MNRL,Energy,Oil & Gas Production,1070,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
BFAM,Miscellaneous,Other Consumer Services,8640,\N,\N,4.63,\N,0.62,0.68,0.57,0.79,0.71,\N,\N,\N,2019-07-06 08:14:34
BEDU,Consumer Services,Other Consumer Services,296.67,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BSIG,Finance,Investment Managers,1000,\N,\N,1.23,\N,0.52,0.02,0.51,0.22,0.54,\N,\N,\N,2019-07-06 08:14:50
BV,Consumer Non-Durables,Farming/Seeds/Milling,1930,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
EAT,Consumer Services,Restaurants,1440,\N,\N,0.46,\N,1.02,1.01,0.64,0.83,1.31,\N,\N,\N,2019-07-06 08:15:18
BCO,Transportation,Oil Refining/Marketing,3960,\N,\N,1.16,\N,0.43,-2.11,0.34,0.69,0.27,\N,\N,\N,2019-07-06 08:15:32
BMY,Health Care,Major Pharmaceuticals,74870,\N,\N,3.23,\N,0.91,0.23,1.16,0.73,1.04,\N,\N,\N,2019-07-06 08:15:47
BTI,Consumer Non-Durables,Farming/Seeds/Milling,82050,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BRX,Consumer Services,Real Estate Investment Trusts,5400,\N,\N,4.49,\N,0.2,0.26,0.49,0.26,0.21,\N,\N,\N,2019-07-06 08:16:02
BR,Miscellaneous,Business Services,14870,\N,\N,3.44,\N,0.9,1.72,0.64,0.42,1.45,\N,\N,\N,2019-07-06 08:16:45
BKD,Health Care,Hospital/Nursing Management,1290,\N,\N,0.43,\N,-2.45,-0.88,-0.2,0.7,-0.23,\N,\N,\N,2019-07-06 08:16:59
BAM,Consumer Services,Building operators,47390,\N,\N,0.79,\N,0.84,0.62,0.11,1.87,0.58,\N,\N,\N,2019-07-06 08:17:13
BBU,Basic Industries,Engineering & Construction,2540,\N,\N,0.07,\N,-0.53,0.6,-0.02,1.04,0.48,\N,\N,\N,2019-07-06 08:17:27
BIP,Consumer Services,Marine Transportation,11750,\N,\N,2.32,\N,0.42,0.21,-0.1,0.06,-0.05,\N,\N,\N,2019-07-06 08:17:41
BEP,Public Utilities,Electric Utilities: Central,6180,\N,\N,2.11,\N,0.03,-0.01,-0.18,0.29,0.14,\N,\N,\N,2019-07-06 08:17:55
BRO,Finance,Specialty Insurers,9360,\N,\N,4.61,\N,0.32,0.26,0.38,0.26,0.4,\N,\N,\N,2019-07-06 08:18:09
BRT,Consumer Services,Real Estate Investment Trusts,203.68,\N,\N,1.65,\N,1.75,-0.33,-0.2,0.51,-0.27,\N,\N,\N,2019-07-06 08:18:23
BC,Energy,Industrial Machinery/Components,3930,\N,\N,0.74,\N,0.82,0.9,0.8,0.49,-0.42,\N,\N,\N,2019-07-06 08:18:39
BT,Public Utilities,Telecommunications Equipment,25220,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
BPL,Energy,Natural Gas Distribution,6290,\N,\N,1.67,\N,0.74,0.59,-4.86,3.13,0.52,\N,\N,\N,2019-07-06 08:18:54
BKE,Consumer Services,Clothing/Shoe/Accessory Stores,826.57,\N,\N,0.95,\N,0.38,0.32,0.42,0.84,0.31,\N,\N,\N,2019-07-06 08:19:09
BVN,Basic Industries,Precious Metals,4260,\N,\N,4.06,\N,0.11,0.16,-0.04,-0.29,0.11,\N,\N,\N,2019-07-06 08:19:23
BBW,Consumer Services,Recreational Products/Toys,80.8,\N,\N,0.25,\N,0.02,-0.12,-0.42,-0.72,0.08,\N,\N,\N,2019-07-06 08:19:52
BG,Consumer Non-Durables,Packaged Foods,7900,\N,\N,0.18,\N,-0.21,-0.15,2.44,-0.52,0.26,\N,\N,\N,2019-07-06 08:20:06
BURL,Consumer Services,Department/Specialty Retail Stores,11570,\N,\N,1.72,\N,1.2,1.03,1.12,2.7,1.15,\N,\N,\N,2019-07-06 08:20:20
BWXT,Energy,Industrial Machinery/Components,4880,\N,\N,2.82,\N,0.66,0.6,0.78,0.22,0.51,\N,\N,\N,2019-07-06 08:20:34
BY,Finance,Major Banks,697.18,\N,\N,3.23,\N,0.22,0.08,0.39,0.46,0.34,\N,\N,\N,2019-07-06 08:20:50
CJ,Energy,Oilfield Services/Equipment,802.52,\N,\N,0.35,\N,0.42,0.31,0.16,-2.87,-0.36,\N,\N,\N,2019-07-06 08:21:04
CABO,Consumer Services,Television Services,6440,\N,\N,6.4,\N,7.08,7.65,6.7,7.34,6.78,\N,\N,\N,2019-07-06 08:21:18
CBT,Basic Industries,Major Chemicals,2660,\N,\N,0.83,\N,-2.8,1.4,1.51,1.14,0.39,\N,\N,\N,2019-07-06 08:21:34
COG,Energy,Oil & Gas Production,9720,\N,\N,4.33,\N,0.25,0.09,0.28,0.64,0.62,\N,\N,\N,2019-07-06 08:21:48
CACI,Technology,EDP Services,5060,\N,\N,1.12,\N,2.56,2.05,3.1,2.71,2.69,\N,\N,\N,2019-07-06 08:22:03
WHD,Energy,Metal Fabrications,2300,\N,\N,4.01,\N,0.14,0.46,0.52,0.44,0.59,\N,\N,\N,2019-07-06 08:22:17
CADE,Finance,Major Banks,2560,\N,\N,4.8,\N,0.46,0.57,0.56,0.39,0.44,\N,\N,\N,2019-07-06 08:22:32
CAE,Miscellaneous,Industrial Machinery/Components,7080,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CAI,Technology,Diversified Commercial Services,428.47,\N,\N,0.97,\N,0.83,0.97,1.03,0.89,0.87,\N,\N,\N,2019-07-06 08:22:47
CAL,Consumer Non-Durables,Shoe Manufacturing,793.82,\N,\N,0.28,\N,0.4,0.55,0.67,-1.83,0.22,\N,\N,\N,2019-07-06 08:23:02
CRC,Energy,Oil & Gas Production,927.69,\N,\N,0.3,\N,-0.05,-1.7,1.32,7,-1.38,\N,\N,\N,2019-07-06 08:23:16
CWT,Public Utilities,Water Supply,2420,\N,\N,3.58,\N,-0.05,0.27,0.72,0.32,-0.16,\N,\N,\N,2019-07-06 08:23:30
CALX,Consumer Services,Telecommunications Equipment,356.19,\N,\N,0.84,\N,-0.23,-0.05,0.02,-0.1,-0.18,\N,\N,\N,2019-07-06 08:23:45
ELY,Consumer Non-Durables,Recreational Products/Toys,1670,\N,\N,1.24,\N,0.65,0.63,0.1,-0.3,0.5,\N,\N,\N,2019-07-06 08:24:00
CPE,Energy,Oil & Gas Production,1420,\N,\N,2.57,\N,0.27,0.23,0.16,0.68,-0.09,\N,\N,\N,2019-07-06 08:24:14
CBM,Health Care,Major Pharmaceuticals,1510,\N,\N,2.89,\N,0.72,1.2,0.79,0.04,0.31,\N,\N,\N,2019-07-06 08:24:28
CPT,Consumer Services,Real Estate Investment Trusts,10230,\N,\N,10.5,\N,0.41,0.4,0.4,0.41,0.4,\N,\N,\N,2019-07-06 08:24:42
CCJ,Basic Industries,Precious Metals,4120,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CPB,Consumer Non-Durables,Packaged Foods,12360,\N,\N,1.24,\N,-1.31,0.31,0.64,-0.2,0.28,\N,\N,\N,2019-07-06 08:24:56
CWH,Consumer Durables,Automotive Aftermarket,420.17,\N,\N,0.22,\N,0.08,0.72,0.38,-0.83,-0.52,\N,\N,\N,2019-07-06 08:25:09
GOOS,Consumer Non-Durables,Apparel,2130,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CM,Finance,Commercial Banks,35220,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CNI,Transportation,Railroads,65980,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CNQ,Energy,Oil & Gas Production,32970,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CP,Transportation,Railroads,32810,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CANG,Technology,Computer Software: Prepackaged Software,997.76,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CNNE,Consumer Services,Restaurants,2100,\N,\N,1.78,\N,-0.02,-0.26,0.02,0.66,0.07,\N,\N,\N,2019-07-06 08:25:44
CTST,Consumer Durables,Specialty Chemicals,708.83,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CAJ,Miscellaneous,Industrial Machinery/Components,31820,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CGC,Consumer Durables,Specialty Chemicals,13700,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CMD,Health Care,Medical/Dental Instruments,3120,\N,\N,3.64,\N,0.45,0.4,0.46,0.45,0.2,\N,\N,\N,2019-07-06 08:26:02
COF,Finance,Major Banks,41710,\N,\N,1.94,\N,2.62,3.71,2.99,2.48,2.86,\N,\N,\N,2019-07-06 08:26:16
CSU,Health Care,Hospital/Nursing Management,151.24,\N,\N,0.35,\N,-0.24,-0.3,-0.37,-0.88,-0.43,\N,\N,\N,2019-07-06 08:26:30
BXMT,Consumer Services,Real Estate Investment Trusts,4500,\N,\N,11.46,\N,0.56,0.66,0.67,0.6,0.62,\N,\N,\N,2019-07-06 08:26:45
CIC,Finance,Business Services,513.19,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CPRI,Consumer Non-Durables,Apparel,5080,\N,\N,1,\N,0.29,1.22,0.91,1.33,0.13,\N,\N,\N,2019-07-06 08:26:59
CMO,Consumer Services,Real Estate Investment Trusts,713.74,\N,\N,19.71,\N,0.16,0.09,0.04,0.05,-0.15,\N,\N,\N,2019-07-06 08:27:13
CRR,Capital Goods,Industrial Machinery/Components,40.79,\N,\N,0.17,\N,-0.83,-0.55,-0.62,-0.76,-0.73,\N,\N,\N,2019-07-06 08:27:27
CAH,Health Care,Other Pharmaceuticals,13640,\N,\N,0.1,\N,0.81,-3.76,1.94,0.93,0.99,\N,\N,\N,2019-07-06 08:27:40
CRCM,Consumer Services,Other Consumer Services,457.6,\N,\N,1.85,\N,0.05,-0.03,0.03,1.23,-0.05,\N,\N,\N,2019-07-06 08:27:54
CSL,Basic Industries,Specialty Chemicals,7900,\N,\N,1.74,\N,4.94,1.85,1.64,1.47,1.36,\N,\N,\N,2019-07-06 08:28:08
KMX,Consumer Durables,Automotive Aftermarket,13790,\N,\N,0.74,\N,1.33,1.24,1.09,1.13,1.59,\N,\N,\N,2019-07-06 08:28:22
CCL,Consumer Services,Marine Transportation,31360,\N,\N,1.7,\N,0.78,2.41,0.71,0.48,0.65,\N,\N,\N,2019-07-06 08:28:35
CUK,Consumer Services,Marine Transportation,30470,\N,\N,1.63,\N,0.78,2.41,0.71,0.48,0.65,\N,\N,\N,2019-07-06 08:28:50
CRS,Basic Industries,Steel/Iron Ore,2210,\N,\N,0.96,\N,0.63,0.88,0.65,0.73,1.05,\N,\N,\N,2019-07-06 08:29:05
CSV,Consumer Services,Other Consumer Services,340.94,\N,\N,1.31,\N,0.52,0.15,0.11,-0.14,0.36,\N,\N,\N,2019-07-06 08:29:35
CARS,Technology,EDP Services,1290,\N,\N,2.16,\N,0.01,0.18,0.23,0.14,-0.13,\N,\N,\N,2019-07-06 08:29:50
CRI,Consumer Non-Durables,Apparel,4170,\N,\N,1.24,\N,0.89,0.79,1.53,2.83,0.75,\N,\N,\N,2019-07-06 08:30:04
CVNA,Consumer Durables,Automotive Aftermarket,9100,\N,\N,4.23,\N,-0.53,-0.41,-0.5,-0.74,-0.69,\N,\N,\N,2019-07-06 08:30:18
CSLT,Technology,EDP Services,431.88,\N,\N,2.69,\N,-0.11,-0.1,-0.05,-0.03,-0.07,\N,\N,\N,2019-07-06 08:30:33
CTLT,Health Care,Major Pharmaceuticals,7750,\N,\N,3.26,\N,0.14,0.61,-0.1,0.33,0.22,\N,\N,\N,2019-07-06 08:30:46
CTT       ,Consumer Services,Real Estate Investment Trusts,495.25,\N,\N,0,\N,-0.08,-0.03,-1.61,-0.78,-0.62,\N,\N,\N,2019-07-06 08:31:00
CAT,Capital Goods,Construction/Ag Equipment/Trucks,76470,\N,\N,1.4,\N,2.74,2.82,2.88,1.78,3.25,\N,\N,\N,2019-07-06 08:31:13
CATO,Consumer Services,Clothing/Shoe/Accessory Stores,298.73,\N,\N,0.39,\N,0.94,0.26,0.16,-0.13,0.87,\N,\N,\N,2019-07-06 08:31:26
CBZ,Miscellaneous,Business Services,1080,\N,\N,1.19,\N,0.64,0.23,0.24,-0.02,0.67,\N,\N,\N,2019-07-06 08:31:40
CBL,Consumer Services,Real Estate Investment Trusts,175.21,\N,\N,0.22,\N,-0.06,-0.2,-0.07,-0.39,-0.29,\N,\N,\N,2019-07-06 08:31:53
CBRE,Finance,Real Estate,16830,\N,\N,0.81,\N,0.44,0.67,0.85,1.15,0.48,\N,\N,\N,2019-07-06 08:32:08
CBS,Consumer Services,Broadcasting,17390,\N,\N,1.31,\N,1.32,1.05,1.29,1.49,4.21,\N,\N,\N,2019-07-06 08:32:22
FUN,Consumer Services,Services-Misc. Amusement & Recreation,2660,\N,\N,2,\N,-1.49,0.34,3.76,-0.4,-1.49,\N,\N,\N,2019-07-06 08:32:36
CDR,Consumer Services,Real Estate Investment Trusts,232.35,\N,\N,1.52,\N,-0.26,0.08,0.04,0.02,0,\N,\N,\N,2019-07-06 08:32:50
CE,Basic Industries,Major Chemicals,13220,\N,\N,1.91,\N,2.66,2.52,2.96,0.75,2.63,\N,\N,\N,2019-07-06 08:33:05
CLS,Technology,Electrical Products,750.41,\N,\N,0.14,\N,0.1,0.11,0.06,0.44,0.66,\N,\N,\N,2019-07-06 08:33:19
CEL,Public Utilities,Telecommunications Equipment,336.97,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CPAC,Capital Goods,Building Materials,714.94,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CX,Capital Goods,Building Materials,6230,\N,\N,0.46,\N,3.8,3.45,-1.2,0.32,4.93,\N,\N,\N,2019-07-06 08:33:36
CVE,Energy,Oil & Gas Production,10780,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CNC,Health Care,Medical Specialities,22280,\N,\N,0.35,\N,0.95,0.75,0.04,0.57,1.24,\N,\N,\N,2019-07-06 08:33:50
CNP,Public Utilities,Electric Utilities: Central,14820,\N,\N,1.35,\N,0.38,-0.17,0.35,0.18,0.28,\N,\N,\N,2019-07-06 08:34:03
EBR,Public Utilities,Electric Utilities: Central,11570,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CEPU,Public Utilities,Electric Utilities: Central,274.05,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
CCS,Capital Goods,Homebuilding,763.66,\N,\N,0.35,\N,0.67,1.1,0.56,0.85,0.56,\N,\N,\N,2019-07-06 08:34:34
CTL,Public Utilities,Telecommunications Equipment,11720,\N,\N,0.55,\N,0.11,0.27,0.25,-2.26,-5.77,\N,\N,\N,2019-07-06 08:34:48
CDAY,Technology,Computer Software: Prepackaged Software,6680,\N,\N,9.59,\N,-0.11,-0.6,0.03,0.05,0.08,\N,\N,\N,2019-07-06 08:35:03
CF,Basic Industries,Agricultural Chemicals,10500,\N,\N,2.29,\N,0.27,0.63,0.13,0.21,0.4,\N,\N,\N,2019-07-06 08:35:16
GIB,Consumer Services,Professional Services,18610,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
ECOM      ,Technology,Computer Software: Prepackaged Software,237.89,\N,\N,0,\N,-0.12,-0.1,-0.08,0.02,-0.08,\N,\N,\N,2019-07-06 08:35:30
CHAP,Energy,Oil & Gas Production,181.19,\N,\N,1.01,\N,-0.25,-0.49,-0.27,1.74,-2.28,\N,\N,\N,2019-07-06 08:35:46
